Codice,Descrizione,Provincia,DataFineVal
403019522,CANOVA DEL MORBASCO,CR,31/12/1983 00:00:00
403019523,CANOVA OLZANO,CR,31/12/1983 00:00:00
403019524,CANSERO,CR,31/12/1983 00:00:00
409048509,CANTAGALLO,FI,26/03/1992 00:00:00
414070507,CANTALUPO NEL SANNIO,CB,02/03/1970 00:00:00
403015534,CANTONALE,MI,31/12/1983 00:00:00
403013532,CAPIAGO,CO,31/12/1983 00:00:00
403013533,CAPIATE,CO,31/12/1983 00:00:00
418079512,CAPISTRANO,CZ,05/03/1992 00:00:00
415065501,CAPITELLO,SA,31/12/1983 00:00:00
410054502,CAPITONE,PG,31/12/1983 00:00:00
450501509,CAPODISTRIA,PL,03/04/1977 00:00:00
403012524,CAPOLAGO,VA,31/12/1983 00:00:00
403015047,CAPONAGO,MI,17/12/2009 00:00:00
406031516,CAPORETTO,GO,15/09/1947 00:00:00
414070508,CAPRACOTTA,CB,02/03/1970 00:00:00
411044502,CAPRADOSSO,AP,31/12/1983 00:00:00
401003630,CAPREZZO,NO,29/04/1992 00:00:00
403015535,CAPRIANO DI BRIANZA,MI,31/12/1983 00:00:00
403017519,CAPRIANO-AZZANO,BS,31/12/1983 00:00:00
403016516,CAPRIATE D'ADDA,BG,31/12/1983 00:00:00
401002540,CAPRILE,VC,05/03/1992 00:00:00
406032507,CAPRIVA DEL CARSO,TS,15/09/1947 00:00:00
403012525,CAPRONNO,VA,31/12/1983 00:00:00
407008508,CARAMAGNA LIGURE,IM,31/12/1983 00:00:00
403015048,CARATE BRIANZA,MI,29/06/2009 00:00:00
403013534,CARATE LARIO,CO,31/12/1983 00:00:00
416072502,CARBONARA DI BARI,BA,31/12/1983 00:00:00
419086501,CARCACI,EN,31/12/1983 00:00:00
403013535,CARCANO,CO,31/12/1983 00:00:00
404022519,CARCIATO,TN,31/12/1983 00:00:00
403017520,CARCINA,BS,31/12/1983 00:00:00
403012526,CARDANA,VA,31/12/1983 00:00:00
401003528,CARDEZZA,NO,31/12/1983 00:00:00
403013536,CARELLA CON MARIAGA,CO,31/12/1983 00:00:00
403016591,CARENNO,BG,05/03/1992 00:00:00
403013537,CARENO,CO,31/12/1983 00:00:00
404022660,CARES,TN,31/12/1983 00:00:00
401006504,CAREZZANO SUPERIORE,AL,31/12/1983 00:00:00
418079513,CARFIZZI,CZ,05/03/1992 00:00:00
401003529,CARGIAGO,NO,31/12/1983 00:00:00
418080502,CARIDA',RC,31/12/1983 00:00:00
403013538,CARLAZZO VALSOLDA,CO,31/12/1983 00:00:00
409048510,CARMIGNANO,FI,26/03/1992 00:00:00
410055501,CARNAIOLA,TR,31/12/1983 00:00:00
403015049,CARNATE,MI,29/06/2009 00:00:00
403016517,CAROBBIO,BG,31/12/1983 00:00:00
403012527,CARONNO CORBELLARO,VA,31/12/1983 00:00:00
414070509,CAROVILLI,CB,02/03/1970 00:00:00
403019525,CARPANETA CON DOSIMO,CR,31/12/1983 00:00:00
407009509,CARPE,SV,31/12/1983 00:00:00
403018516,CARPIGNAGO,PV,31/12/1983 00:00:00
414070510,CARPINONE,CB,02/03/1970 00:00:00
401003530,CARPUGNINO,NO,31/12/1983 00:00:00
405028501,CARRARA SAN GIORGIO,PD,23/03/1995 00:00:00
405028502,CARRARA SANTO STEFANO,PD,23/03/1995 00:00:00
407009510,CARRETTO,SV,31/12/1983 00:00:00
407008509,CARTARI E CALDERARA,IM,31/12/1983 00:00:00
403019526,CARUBERTO,CR,31/12/1983 00:00:00
403013539,CARUGO AROSIO,CO,31/12/1983 00:00:00
403017521,CARZAGO DELLA RIVIERA,BS,31/12/1983 00:00:00
418079514,CASABONA,CZ,05/03/1992 00:00:00
415061504,CASALBA,CE,31/12/1983 00:00:00
401003631,CASALE CORTE CERRO,NO,29/04/1992 00:00:00
403019527,CASALE CREMASCO,CR,31/12/1983 00:00:00
401003531,CASALEGGIO CASTELLAZZO,NO,31/12/1983 00:00:00
403015706,CASALETTO LODIGIANO,MI,05/03/1992 00:00:00
403015707,CASALMAIOCCO,MI,05/03/1992 00:00:00
403019528,CASALORZO GEROLDI,CR,31/12/1983 00:00:00
403020501,CASALPOGLIO,MN,31/12/1983 00:00:00
403015708,CASALPUSTERLENGO,MI,05/03/1992 00:00:00
403019529,CASALSIGONE,CR,31/12/1983 00:00:00
403019631,CASANOVA DEL MORBASCO,CR,31/12/1983 00:00:00
403013540,CASANOVA LANZA,CO,31/12/1983 00:00:00
403019530,CASANUOVA OFFREDI,CR,31/12/1983 00:00:00
401002541,CASAPINTA,VC,05/03/1992 00:00:00
403013675,CASARGO,CO,05/03/1992 00:00:00
406030531,CASARSA DELLA DELIZIA,UD,29/02/1968 00:00:00
403013676,CASATENOVO,CO,05/03/1992 00:00:00
403018517,CASATICO,PV,31/12/1983 00:00:00
409050007,CASCIANA TERME,PI,31/12/2013 00:00:00
403019531,CASCINE,CR,31/12/1983 00:00:00
401002506,CASCINE DI STRA,VC,31/12/1983 00:00:00
403019532,CASCINE GANDINI,CR,31/12/1983 00:00:00
403015536,CASELLE D'OZERO,MI,31/12/1983 00:00:00
403015709,CASELLE LANDI,MI,05/03/1992 00:00:00
403015710,CASELLE LURANI,MI,05/03/1992 00:00:00
404022520,CASEZ,TN,31/12/1983 00:00:00
403013541,CASIRAGO,CO,31/12/1983 00:00:00
403015537,CASIRATE OLONA,MI,31/12/1983 00:00:00
403013542,CASLETTO,CO,31/12/1983 00:00:00
403013543,CASLINO AL PIANO,CO,31/12/1983 00:00:00
403013544,CASNATE,CO,31/12/1983 00:00:00
403015538,CASOLATE,MI,31/12/1983 00:00:00
418078028,CASOLE BRUZIO,CS,04/05/2017 00:00:00
403015539,CASONE,MI,31/12/1983 00:00:00
405024501,CASOTTO,VI,31/12/1983 00:00:00
403013545,CASSAGO,CO,31/12/1983 00:00:00
403013677,CASSAGO BRIANZA,CO,05/03/1992 00:00:00
403013546,CASSANO ALBESE,CO,31/12/1983 00:00:00
403015540,CASSINA ALIPRANDI,MI,31/12/1983 00:00:00
403015541,CASSINA AMATA,MI,31/12/1983 00:00:00
403015542,CASSINA BARAGGIA,MI,31/12/1983 00:00:00
403013547,CASSINA DE' BRACCHI,CO,31/12/1983 00:00:00
403015543,CASSINA DE' GATTI,MI,31/12/1983 00:00:00
403012528,CASSINA FERRARA,VA,31/12/1983 00:00:00
403013548,CASSINA MARIAGA,CO,31/12/1983 00:00:00
403015544,CASSINA NUOVA,MI,31/12/1983 00:00:00
403012529,CASSINA PERTUSELLA,VA,31/12/1983 00:00:00
403015545,CASSINA POBBIA,MI,31/12/1983 00:00:00
403015546,CASSINA SAVINA,MI,31/12/1983 00:00:00
403015547,CASSINA TRIULZA,MI,31/12/1983 00:00:00
403013678,CASSINA VALSASSINA,CO,05/03/1992 00:00:00
403012530,CASSINA VERGHERA,VA,31/12/1983 00:00:00
403018518,CASSINE CALDERARI,PV,31/12/1983 00:00:00
403018519,CASSINE SIRIGARI,PV,31/12/1983 00:00:00
403018520,CASSINE TOLENTINE,PV,31/12/1983 00:00:00
403015548,CASSINO D'ALBERI,MI,31/12/1983 00:00:00
403018521,CASSINO PO,PV,31/12/1983 00:00:00
418079501,CASTAGNA,CZ,31/12/1983 00:00:00
403012531,CASTAGNATE OLONA,VA,31/12/1983 00:00:00
404022521,CASTAGNE',TN,31/12/1983 00:00:00
403015549,CASTEGNATE OLONA,MI,31/12/1983 00:00:00
412056502,CASTEL CELLESI,VT,31/12/1983 00:00:00
411042009,CASTEL COLONNA,AN,31/12/2013 00:00:00
401006505,CASTEL DE' RATTI,AL,31/12/1983 00:00:00
414070511,CASTEL DEL GIUDICE,CB,02/03/1970 00:00:00
406030502,CASTEL DEL MONTE UDINESE,UD,31/12/1983 00:00:00
411044503,CASTEL DI CROCE,AP,31/12/1983 00:00:00
410055502,CASTEL DI LAGO,TR,31/12/1983 00:00:00
406031519,CASTEL DOBRA,GO,31/12/1983 00:00:00
450500506,CASTEL IABLANIZZA,FU,15/09/1947 00:00:00
403018522,CASTEL LAMBRO,PV,31/12/1983 00:00:00
415065502,CASTEL RUGGERO,SA,31/12/1983 00:00:00
412057501,CASTEL SAN BENEDETTO REATINO,RI,31/12/1983 00:00:00
410054503,CASTEL SAN FELICE,PG,31/12/1983 00:00:00
410054504,CASTEL SAN GIOVANNI DI SPOLETO,PG,31/12/1983 00:00:00
401006506,CASTEL SAN PIETRO MONFERRATO,AL,31/12/1983 00:00:00
414070512,CASTEL SAN VINCENZO,CB,02/03/1970 00:00:00
404021507,CASTELBELLO,BZ,31/12/1983 00:00:00
404021508,CASTELDARNE,BZ,31/12/1983 00:00:00
411041011,CASTELDELCI,PS,31/12/1998 00:00:00
411141011,CASTELDELCI,PU,14/08/2009 00:00:00
411041502,CASTELDIMEZZO,PS,31/12/1983 00:00:00
409051009,CASTELFRANCO DI SOPRA,AR,31/12/2013 00:00:00
403019533,CASTELFRANCO D'OGLIO,CR,31/12/1983 00:00:00
413068501,CASTELLAMMARE ADRIATICO,PE,31/12/1983 00:00:00
404022522,CASTELLANO,TN,31/12/1983 00:00:00
403018523,CASTELLARO DE' GIORGI,PV,31/12/1983 00:00:00
405025009,CASTELLAVAZZO,BL,21/02/2014 00:00:00
403015550,CASTELLAZZO DE' BARZI,MI,31/12/1983 00:00:00
401002507,CASTELLENGO,VC,31/12/1983 00:00:00
401002542,CASTELLETTO CERVO,VC,05/03/1992 00:00:00
403015551,CASTELLETTO MENDOSIO,MI,31/12/1983 00:00:00
401004506,CASTELLETTO MONFORTE,CN,31/12/1983 00:00:00
403018524,CASTELLETTO PO,PV,31/12/1983 00:00:00
401002508,CASTELLETTO VILLA,VC,31/12/1983 00:00:00
401003532,CASTELLI CUSIANI,NO,31/12/1983 00:00:00
401004051,CASTELLINALDO,CN,29/01/2015 00:00:00
404022523,CASTELLO,TN,31/12/1983 00:00:00
403013679,CASTELLO DI BRIANZA,CO,05/03/1992 00:00:00
408037018,CASTELLO DI SERRAVALLE,BO,31/12/2013 00:00:00
403013550,CASTELLO SOPRA LECCO,CO,31/12/1983 00:00:00
403013549,CASTELLO VALSOLDA,CO,31/12/1983 00:00:00
414070501,CASTELLONE AL VOLTURNO,CB,31/12/1983 00:00:00
412059501,CASTELLONORATO,LT,31/12/1983 00:00:00
417076501,CASTELLUCCIO,PZ,31/12/1983 00:00:00
403012532,CASTELNOVATE,VA,31/12/1983 00:00:00
406030532,CASTELNOVO DEL FRIULI,UD,29/02/1968 00:00:00
403015711,CASTELNUOVO BOCCA D'ADDA,MI,05/03/1992 00:00:00
403019534,CASTELNUOVO CREMASCO,CR,31/12/1983 00:00:00
403019535,CASTELNUOVO DEL VESCOVO,CR,31/12/1983 00:00:00
403019536,CASTELNUOVO DEL ZAPPA,CR,31/12/1983 00:00:00
405023022,CASTELNUOVO DI VERONA,VR,03/08/1970 00:00:00
450500507,CASTELNUOVO D'ISTRIA,FU,15/09/1947 00:00:00
403019537,CASTELNUOVO GHERARDI,CR,31/12/1983 00:00:00
414070513,CASTELPETROSO,CB,02/03/1970 00:00:00
404022661,CASTELPIETRA,TN,31/12/1983 00:00:00
414070514,CASTELPIZZUTO,CB,02/03/1970 00:00:00
403019538,CASTELPONZONE,CR,31/12/1983 00:00:00
418079515,CASTELSILANO,CZ,05/03/1992 00:00:00
407008510,CASTELVECCHIO DI SANTA MARIA MAGGIORE,IM,31/12/1983 00:00:00
401006507,CASTELVERO D'ASTI,AL,31/12/1983 00:00:00
414070515,CASTELVERRINO,CB,02/03/1970 00:00:00
409051501,CASTIGLION UBERTINI,AR,31/12/1983 00:00:00
403015712,CASTIGLIONE D'ADDA,MI,05/03/1992 00:00:00
401006508,CASTIGLIONE D'ASTI,AL,31/12/1983 00:00:00
401003533,CASTIGLIONE D'OSSOLA,NO,31/12/1983 00:00:00
405023507,CASTIONE VERONESE,VR,31/12/1983 00:00:00
403015552,CASTIRAGA DA REGGIO,MI,31/12/1983 00:00:00
403015713,CASTIRAGA VIDARDO,MI,05/03/1992 00:00:00
403017522,CASTREZZONE,BS,31/12/1983 00:00:00
408340005,CASTROCARO E TERRA DEL SOLE,FO,25/05/1962 00:00:00
418080503,CATAFORIO,RC,31/12/1983 00:00:00
418080504,CATONA,RC,31/12/1983 00:00:00
408040507,CATTOLICA,FO,15/04/1992 00:00:00
404022524,CAURIA,TN,31/12/1983 00:00:00
403019540,CAVA TIGOZZI,CR,31/12/1983 00:00:00
403015714,CAVACURTA,MI,05/03/1992 00:00:00
401002543,CAVAGLIA',VC,05/03/1992 00:00:00
401003534,CAVAGLIO SAN DONNINO,NO,31/12/1983 00:00:00
401003632,CAVAGLIO-SPOCCIA,NO,29/04/1992 00:00:00
403018525,CAVAGNERA,PV,31/12/1983 00:00:00
403015553,CAVAIONE,MI,31/12/1983 00:00:00
403019539,CAVALLARA,CR,31/12/1983 00:00:00
403013061,CAVALLASCA,CO,31/12/2016 00:00:00
401003535,CAVANDONE,NO,31/12/1983 00:00:00
406030533,CAVASSO NUOVO,UD,29/02/1968 00:00:00
406032508,CAVE AUREMIANE,TS,15/09/1947 00:00:00
403015715,CAVENAGO D'ADDA,MI,05/03/1992 00:00:00
403015068,CAVENAGO DI BRIANZA,MI,29/06/2009 00:00:00
403013551,CAVERSACCIO,CO,31/12/1983 00:00:00
403015554,CAVIAGA,MI,31/12/1983 00:00:00
403012533,CAVONA,VA,31/12/1983 00:00:00
401001515,CAVORETTO,TO,31/12/1983 00:00:00
404022662,CAVRASTO,TN,31/12/1983 00:00:00
403015555,CAZZANO BESANA,MI,31/12/1983 00:00:00
406031520,CECONICO,GO,15/09/1947 00:00:00
403015556,CEDRATE,MI,31/12/1983 00:00:00
450500508,CEGLIE,FU,15/09/1947 00:00:00
416072503,CEGLIE DEL CAMPO,BA,31/12/1983 00:00:00
404022525,CELENTINO,TN,31/12/1983 00:00:00
403012534,CELINA,VA,31/12/1983 00:00:00
403019541,CELLA,CR,31/12/1983 00:00:00
403018526,CELLA DI BOBBIO,PV,31/12/1983 00:00:00
404022526,CELLEDIZZO,TN,31/12/1983 00:00:00
403018527,CELPENCHIO,PV,31/12/1983 00:00:00
404022055,CEMBRA,TN,31/12/2015 00:00:00
403016518,CENATE,BG,31/12/1983 00:00:00
403016519,CENATE D'ARGON,BG,31/12/1983 00:00:00
405026502,CENEDA,TV,31/12/1983 00:00:00
407009511,CENESI,SV,31/12/1983 00:00:00
404021510,CENGLES,BZ,31/12/1983 00:00:00
407008511,CENOVA,IM,31/12/1983 00:00:00
404022056,CENTA SAN NICOLO',TN,31/12/2015 00:00:00
403013552,CENTEMERO,CO,31/12/1983 00:00:00
403016520,CENTRISOLA,BG,31/12/1983 00:00:00
403016521,CEPINO,BG,31/12/1983 00:00:00
403015557,CEPPEDA,MI,31/12/1983 00:00:00
401003633,CEPPO MORELLI,NO,29/04/1992 00:00:00
412057502,CERCHIARA DI SABINA,RI,31/12/1983 00:00:00
403015558,CERCHIATE,MI,31/12/1983 00:00:00
403013553,CEREDA,CO,31/12/1983 00:00:00
418079516,CERENZIA,CZ,05/03/1992 00:00:00
403015069,CERIANO LAGHETTO,MI,29/06/2009 00:00:00
406031521,CERNIZZA GORIZIANA,GO,15/09/1947 00:00:00
403013680,CERNUSCO LOMBARDONE,CO,05/03/1992 00:00:00
403013554,CERNUSCO MONTEVECCHIA,CO,31/12/1983 00:00:00
401002544,CERRETO CASTELLO,VC,05/03/1992 00:00:00
401002545,CERRIONE,VC,05/03/1992 00:00:00
414070516,CERRO AL VOLTURNO,CB,02/03/1970 00:00:00
403012535,CERRO LAGO MAGGIORE,VA,31/12/1983 00:00:00
401002509,CERVAROLO,VC,31/12/1983 00:00:00
403015716,CERVIGNANO D'ADDA,MI,05/03/1992 00:00:00
403013681,CESANA BRIANZA,CO,05/03/1992 00:00:00
403015075,CESANO MADERNO,MI,29/06/2009 00:00:00
401003634,CESARA,NO,29/04/1992 00:00:00
406030503,CESCLANS,UD,31/12/1983 00:00:00
410054505,CESELLI,PG,31/12/1983 00:00:00
403013555,CESELLO BRIANZA,CO,31/12/1983 00:00:00
410055503,CESI,TR,31/12/1983 00:00:00
401001516,CESNOLA,TO,31/12/1983 00:00:00
418079517,CESSANITI,CZ,05/03/1992 00:00:00
403017523,CETO-CERVENO,BS,31/12/1983 00:00:00
404021511,CEVES,BZ,31/12/1983 00:00:00
402007501,CHALLANT SAINT ANSELME ET CHALLANT SAI,AO,31/12/1983 00:00:00
401001517,CHAMPLAS DU COL,TO,31/12/1983 00:00:00
450501510,CHERSO,PL,15/09/1947 00:00:00
401001518,CHIABRANO,TO,31/12/1983 00:00:00
415063502,CHIAIANO ED UNITI,NA,31/12/1983 00:00:00
415064502,CHIANCHETELLE,AV,31/12/1983 00:00:00
406031522,CHIAPOVANO,GO,15/09/1947 00:00:00
403015559,CHIARAVALLE MILANESE,MI,31/12/1983 00:00:00
414070517,CHIAUCI,CB,02/03/1970 00:00:00
401002510,CHIAVAZZA,VC,31/12/1983 00:00:00
404022527,CHIENIS,TN,30/12/1923 00:00:00
401003536,CHIGNOLO VERBANO,NO,31/12/1983 00:00:00
406030534,CHIONS,UD,29/02/1968 00:00:00
403015560,CHIOSI D'ADDA VIGADORE,MI,31/12/1983 00:00:00
403015561,CHIOSI DI PORTA D'ADDA,MI,31/12/1983 00:00:00
403015562,CHIOSI PORTA CREMONESE,MI,31/12/1983 00:00:00
403015563,CHIOSI PORTA REGALE,MI,31/12/1983 00:00:00
403015564,CHIOSI UNITI CON BOTTEDO,MI,31/12/1983 00:00:00
405027502,CHIRIGNAGO,VE,24/08/1926 00:00:00
403013556,CHIUSO,CO,31/12/1983 00:00:00
404022528,CHIZZOLA,TN,31/12/1983 00:00:00
404022529,CIAGO,TN,31/12/1983 00:00:00
408035018,CIANO D'ENZA,RE,17/06/1991 00:00:00
404021512,CIARDES,BZ,31/12/1983 00:00:00
403017524,CIGNANO,BS,31/12/1983 00:00:00
403019542,CIGNONE,CR,31/12/1983 00:00:00
403017525,CILIVERGHE,BS,31/12/1983 00:00:00
403013557,CIMA,CO,31/12/1983 00:00:00
401003537,CIMAMULERA,NO,31/12/1983 00:00:00
403017526,CIMBERGO-PASPARDO,BS,31/12/1983 00:00:00
403012536,CIMBRO,VA,31/12/1983 00:00:00
404022057,CIMEGO,TN,31/12/2015 00:00:00
406030535,CIMOLAIS,UD,29/02/1968 00:00:00
403015565,CINISELLO,MI,31/12/1983 00:00:00
406031523,CIRCHINA,GO,15/09/1947 00:00:00
401003538,CIREGGIO,NO,31/12/1983 00:00:00
418079518,CIRO',CZ,05/03/1992 00:00:00
418079519,CIRO' MARINA,CZ,05/03/1992 00:00:00
406030504,CISERIIS,UD,31/12/1983 00:00:00
401003539,CISORE,NO,31/12/1983 00:00:00
450501511,CITTANOVA D'ISTRIA,PL,15/09/1947 00:00:00
403013682,CIVATE,CO,05/03/1992 00:00:00
403013558,CIVELLO,CO,31/12/1983 00:00:00
403013070,CIVENNA,CO,03/02/2014 00:00:00
403017527,CIVIDATE-MALEGNO,BS,31/12/1983 00:00:00
403013559,CIVIGLIO,CO,31/12/1983 00:00:00
414070518,CIVITANOVA DEL SANNIO,CB,02/03/1970 00:00:00
415062503,CIVITELLA LICINIO,BN,31/12/1983 00:00:00
403017528,CIZZAGO,BS,31/12/1983 00:00:00
450500509,CLANA,FU,15/09/1947 00:00:00
406030536,CLAUT,UD,29/02/1968 00:00:00
406030537,CLAUZETTO,UD,29/02/1968 00:00:00
403017529,CLUSANE SUL LAGO,BS,31/12/1983 00:00:00
404021514,CLUSIO,BZ,31/12/1983 00:00:00
403015566,COAZZANO,MI,31/12/1983 00:00:00
406031524,COBBIA,GO,15/09/1947 00:00:00
401006509,COCCONITO,AL,31/12/1983 00:00:00
403012537,COCQUIO,VA,31/12/1983 00:00:00
403015717,CODOGNO,MI,05/03/1992 00:00:00
401002546,COGGIOLA,VC,05/03/1992 00:00:00
403015080,COGLIATE,MI,29/06/2009 00:00:00
404022530,COGNOCA,TN,31/12/1983 00:00:00
404022531,COGOLO,TN,31/12/1983 00:00:00
401003540,COIMO,NO,31/12/1983 00:00:00
401003541,COIROMONTE,NO,31/12/1983 00:00:00
401001519,COL SAN GIOVANNI,TO,31/12/1983 00:00:00
411141012,COLBORDOLO,PU,31/12/2013 00:00:00
411041012,COLBORDOLO,PS,31/12/1998 00:00:00
401005043,COLCAVAGNO,AT,01/09/1998 00:00:00
403013560,COLCIAGO,CO,31/12/1983 00:00:00
407008512,COLDIRODI,IM,31/12/1983 00:00:00
404021515,COLDRANO,BZ,31/12/1983 00:00:00
404021516,COLFOSCO,BZ,31/12/1983 00:00:00
403013683,COLICO,CO,05/03/1992 00:00:00
408035019,COLLAGNA,RE,31/12/2015 00:00:00
403013684,COLLE BRIANZA,CO,05/03/1992 00:00:00
404021517,COLLE IN CASIES,BZ,31/12/1983 00:00:00
412057503,COLLEBACCARO,RI,31/12/1983 00:00:00
410054506,COLLEMANCIO,PG,31/12/1983 00:00:00
410055504,COLLESCIPOLI,TR,31/12/1983 00:00:00
410055505,COLLESTATTE,TR,31/12/1983 00:00:00
414070519,COLLI A VOLTURNO,CB,02/03/1970 00:00:00
404021518,COLLI IN PUSTERIA,BZ,31/12/1983 00:00:00
403015567,COLNAGO,MI,31/12/1983 00:00:00
403013561,COLOGNA,CO,31/12/1983 00:00:00
404022533,COLOGNA IN GIUDICARIE,TN,31/12/1983 00:00:00
404022532,COLOGNA-CAVAZZO,TN,31/12/1983 00:00:00
403016522,COLOGNOLA DEL PIANO,BG,31/12/1983 00:00:00
403017530,COLOMBARO,BS,31/12/1983 00:00:00
403019543,COLOMBAROLO,CR,31/12/1983 00:00:00
404021519,COLSANO,BZ,31/12/1983 00:00:00
403015568,COLZANO,MI,31/12/1983 00:00:00
403018528,COMAIRANO,PV,31/12/1983 00:00:00
404022534,COMANO,TN,31/12/1983 00:00:00
404022535,COMASINE,TN,31/12/1983 00:00:00
403015718,COMAZZO,MI,05/03/1992 00:00:00
406031525,COMENO,GO,15/09/1947 00:00:00
403017531,COMERO,BS,31/12/1983 00:00:00
403017532,COMEZZANO,BS,31/12/1983 00:00:00
404022663,COMIGHELLO,TN,31/12/1983 00:00:00
401003542,COMNAGO,NO,31/12/1983 00:00:00
414070520,CONCA CASALE,CB,02/03/1970 00:00:00
405029507,CONCADIRAME,RO,31/12/1983 00:00:00
404022065,CONCEI,TN,31/12/2009 00:00:00
403013562,CONCENEDO,CO,31/12/1983 00:00:00
403015569,CONCESA,MI,31/12/1983 00:00:00
403015084,CONCOREZZO,MI,29/06/2009 00:00:00
404022066,CONDINO,TN,31/12/2015 00:00:00
407008513,CONIO,IM,31/12/1983 00:00:00
403013076,CONSIGLIO DI RUMO,CO,10/02/2011 00:00:00
403013563,CONSONNO,CO,31/12/1983 00:00:00
405029016,CONTARINA,RO,31/12/1994 00:00:00
403013564,CONTRA,CO,31/12/1983 00:00:00
403015570,COPRENO,MI,31/12/1983 00:00:00
403018529,CORBESATE,PV,31/12/1983 00:00:00
401003543,CORCIAGO,NO,31/12/1983 00:00:00
406030538,CORDENONS,UD,29/02/1968 00:00:00
406030539,CORDOVADO,UD,29/02/1968 00:00:00
404022067,COREDO,TN,31/12/2014 00:00:00
403013565,CORENNO PLINIO,CO,31/12/1983 00:00:00
403012538,CORGENO,VA,31/12/1983 00:00:00
406032509,CORGNALE,TS,15/09/1947 00:00:00
408040508,CORIANO,FO,15/04/1992 00:00:00
403018055,CORNALE,PV,03/02/2014 00:00:00
403015088,CORNATE D'ADDA,MI,17/12/2009 00:00:00
403015719,CORNEGLIANO LAUDENSE,MI,05/03/1992 00:00:00
403015571,CORNELIANO BERTARIO,MI,31/12/1983 00:00:00
403015720,CORNO GIOVINE,MI,05/03/1992 00:00:00
403015721,CORNOVECCHIO,MI,05/03/1992 00:00:00
406031526,CORONA,GO,31/12/1983 00:00:00
403019544,CORPI SANTI DI CREMONA,CR,31/12/1983 00:00:00
403015572,CORPI SANTI DI MILANO,MI,31/12/1983 00:00:00
403018530,CORPI SANTI DI PAVIA,PV,31/12/1983 00:00:00
403015092,CORREZZANA,MI,29/06/2009 00:00:00
405023508,CORREZZO,VR,31/12/1983 00:00:00
403013566,CORTABBIO,CO,31/12/1983 00:00:00
403016523,CORTE,BG,31/12/1983 00:00:00
403019545,CORTE DE' CORTESI,CR,31/12/1983 00:00:00
403019546,CORTE MADAMA,CR,31/12/1983 00:00:00
403015722,CORTE PALASIO,MI,05/03/1992 00:00:00
403015573,CORTE SANT'ANDREA,MI,31/12/1983 00:00:00
403017533,CORTENEDOLO,BS,31/12/1983 00:00:00
403013685,CORTENOVA,CO,05/03/1992 00:00:00
403018056,CORTEOLONA,PV,31/12/2015 00:00:00
401006510,CORTERANZO,AL,31/12/1983 00:00:00
403019547,CORTETANO,CR,31/12/1983 00:00:00
404021521,CORTI IN PUSTERIA,BZ,31/12/1983 00:00:00
403017534,CORTICELLE PIEVE,BS,31/12/1983 00:00:00
408034502,CORTILE SAN MARTINO,PR,31/12/1983 00:00:00
404021522,CORVARA IN PASSIRIA,BZ,31/12/1983 00:00:00
404021523,CORZES,BZ,31/12/1983 00:00:00
406031527,COSBANA NEL COLLIO,GO,31/12/1983 00:00:00
406032510,COSSANA,TS,15/09/1947 00:00:00
401002547,COSSATO,VC,05/03/1992 00:00:00
401002511,COSSILA,VC,31/12/1983 00:00:00
403017535,COSSIRANO,BS,31/12/1983 00:00:00
401003635,COSSOGNO,NO,29/04/1992 00:00:00
403015574,COSTA AL LAMBRO,MI,31/12/1983 00:00:00
407008514,COSTA DI ONEGLIA,IM,31/12/1983 00:00:00
403013686,COSTA MASNAGA,CO,05/03/1992 00:00:00
403019548,COSTA SANT'ABRAMO,CR,31/12/1983 00:00:00
404022536,COSTASAVINA,TN,31/12/1983 00:00:00
418079520,COTRONEI,CZ,05/03/1992 00:00:00
404021509,COVELANO,BZ,31/12/1983 00:00:00
404022537,COVELO,TN,31/12/1983 00:00:00
401003544,CRANA,NO,31/12/1983 00:00:00
401003545,CRANA CATTUGNO,NO,31/12/1983 00:00:00
403013687,CRANDOLA VALSASSINA,CO,05/03/1992 00:00:00
401003636,CRAVEGGIA,NO,29/04/1992 00:00:00
401003546,CRAVEGNA,NO,31/12/1983 00:00:00
406031528,CREDA,GO,15/09/1947 00:00:00
403019549,CREDERA,CR,31/12/1983 00:00:00
403019632,CREDERA CON ROVERETO,CR,31/12/1983 00:00:00
403013688,CREMELLA,CO,05/03/1992 00:00:00
403013689,CREMENO,CO,05/03/1992 00:00:00
403017536,CREMEZZANO,BS,31/12/1983 00:00:00
403013567,CREMNAGO,CO,31/12/1983 00:00:00
403012540,CRENNA,VA,31/12/1983 00:00:00
406032511,CRENOVIZZA,TS,15/09/1947 00:00:00
403015575,CRESCENZAGO,MI,31/12/1983 00:00:00
408037023,CRESPELLANO,BO,31/12/2013 00:00:00
403015723,CRESPIATICA,MI,05/03/1992 00:00:00
409050013,CRESPINA,PI,31/12/2013 00:00:00
403013568,CRESSOGNO,CO,31/12/1983 00:00:00
404022538,CRETO,TN,31/12/1983 00:00:00
401002548,CREVACUORE,VC,05/03/1992 00:00:00
403013569,CREVENNA,CO,31/12/1983 00:00:00
401002512,CREVOLA SESIA,VC,31/12/1983 00:00:00
401003637,CREVOLADOSSOLA,NO,29/04/1992 00:00:00
403013570,CROCE,CO,31/12/1983 00:00:00
401002513,CROCE DI MOSSO,VC,31/12/1983 00:00:00
405029508,CROCETTA,RO,31/12/1983 00:00:00
401003638,CRODO,NO,29/04/1992 00:00:00
401003547,CRODO MOZZIO,NO,31/12/1983 00:00:00
401002549,CROSA,VC,05/03/1992 00:00:00
401096022,CROSA,BI,31/12/2015 00:00:00
